	path	news	label
0	NoticiasColetas/noticiasFakes/noticia_fake_373.txt	É falsa mensagem que diz que placa do Mercosul vai destinar dinheiro a entidade de Cuba. Mensagem que circula em redes sociais apresenta placa com logotipo não previsto pelos órgãos oficiais. Uma mensagem que circula pelas redes sociais afirma que 2% de toda a arrecadação de veículos do Mercosul será destinado a uma entidade chamada Reconstrução Nacional de Cuba. A mensagem é falsa. A assessoria do Departamento Nacional de Trânsito (Denatran), do Ministério das Cidades, informa que não existe previsão desse tipo de placa (com a inscrição Renac) na resolução 729, que estabelece sistema de placas de identificação de veículos no padrão Mercosul. O Denatran esclarece ainda que a resolução 729/2018 não faz menção e nenhum tipo de arrecadação, como mencionado na mensagem falsa. Os preços praticados em razão da troca de placas pelo padrão Mercosul são de competência dos orgãos estaduais de trânsito, os Detrans. Aliás, o Ministério das Cidades anunciou recentemente a retirada dos brasões das novas placas de padrão Mercosul. O texto que circula com a mensagem falsa tem erros de ortografia. Troca a palavra "mexe" por "meche" na primeira linha. Afirma que 2% de toda a arrecadação dos veículos do Mercosul serão destinados para uma suposta entidade internacional do Mercosul, chamada Renac (Reconstrucion Nacional de Cuba). QUANTO MAIS MECHE MAIS FEDE. Você sabia que 2% de toda arrecadação do veiculo do Mercosul será destinado para a Entidade Internacional do Mercosul a RENAC, você sabe o que é a RENAC ? Não sabe e sabe por que não sabe ? Por que tudo que os Comunistas fazem faz nas sombras e você VOTA e os apoia sem COBRAR ou QUESTIONAR. RENAC é Reconstrucción Nacional de Cuba. Veja a placa falsa que circula em redes sociais. VEJA outras checagens feitas pela equipe do FATO ou FAKE	1
1	NoticiasColetas/noticiasFakes/noticia_fake_65.txt	Homem em foto com Gleisi Hoffmann não é o agressor de Bolsonaro. Homem em foto com Gleisi Hoffmann não é o agressor de Bolsonaro. Homem em foto com Gleisi Hoffmann não é o agressor de Bolsonaro 14 de setembro de 2018. É falsa a informação que circula em redes sociais de que o agressor do presidenciável Jair Bolsonaro (PSL) foi fotografado ao lado da senadora Gleisi Hoffmann, presidente do PT, como mostra esta foto aqui. O homem que aparece em selfie com a petista, como divulgado na publicação viral, não é Adélio Bispo de Oliveira nem possui semelhança física com o responsável pelo atentado. Além disso, o ato político em que Gleisi Hoffmann esteve presente e no qual a foto foi feita ocorreu em cidade diferente do atentado e após a polícia prender o agressor. Este conteúdo foi verificado pelo Comprova, coalizão de veículos de imprensa brasileiros do qual Aos Fatos é parceiro institucional. As informações checadas foram confirmadas pela equipe do Aos Fatos, que classificou a imagem com o selo FALSO. As imagens foram compartilhadas por ao menos quatro perfis pessoais no Facebook, que alcançaram ao menos 1,2 mil usuários. Por meio da ferramenta de verificação do Facebook (entenda como funciona), as fotos também foram marcadas como FALSAS. FALSO, foto [com Gleisi Hoffmann] foi encontrada em um dos celulares do assassino Adélio Bispo de Oliveira, autor do atentado contra o Jair Messias Bolsonaro. A foto verdadeira, uma selfie, foi feita em Curitiba (PR), no mesmo dia do crime contra Bolsonaro, que aconteceu em Juiz de Fora (MG). Cerca de 900 quilômetros separam as duas cidades. Adélio, o autor do atentado, foi preso na cidade mineira minutos após atacar Bolsonaro com uma faca enquanto o candidato fazia campanha de rua. O atentado aconteceu no período da tarde, às 15h40. Uma foto do momento em que o homem faz a selfie com Gleisi Hoffmann foi publicada no Facebook da senadora por sua assessoria, assim como outras imagens feitas no ato de campanha que aconteceu, também no dia 6 de setembro, na praça Rui Barbosa, no centro da capital paranaense. O Comprova comparou fotos de Adélio com a do rapaz ao lado de Hoffmann no Betaface, software de reconhecimento facial. A ferramenta mostrou que os rostos não são compatíveis. O resultado indicou 63,4% de equivalência de traços faciais, o que é insuficiente para apontar que sejam a mesma pessoa. A pedido do Comprova, a assessoria de Gleisi Hoffmann disponibilizou a foto original publicada na página oficial da senadora no Facebook. A partir desse arquivo, e usando a ferramenta Read Exif Data, foi possível ler os chamados metadados da imagem. Os metadados guardam detalhes sobre a produção da foto, como data e hora do registro, local em que a imagem foi capturada e marca e modelo do equipamento utilizado pelo fotógrafo. Os metadados da foto de Hoffmann com o homem indicam que o registro foi feito às 20h09 do dia 6 de setembro de 2018, embora a foto só tenha sido publicada no Facebook da senadora no dia seguinte. O horário, as roupas das duas pessoas, o céu escuro correspondem com a imagem viral. No viral, a senadora aparece à esquerda. Na "foto da selfie", feita pela equipe da petista, à direita. Não significa que tenham sido feitas em momentos diferentes. É possível que o uso da câmera frontal do aparelho celular tenha invertido a imagem ou a inversão pode ter sido feita posteriormente, quando da postagem nas redes. É por isso que os nomes que aparecem nas placas atrás da dupla também aparecem invertidos. Presidente do PT, Gleisi Hoffmann é candidata a deputada federal e costuma atuar como porta-voz do ex-presidente Lula, que está preso em Curitiba e teve sua candidatura à presidência impugnada. Até a publicação deste texto, o homem da foto original não havia sido localizado pelo Comprova. A assessoria de Hoffmann também desconhece a identidade do homem. Ao Comprova, informou que Hoffmann costuma tirar fotos e conversar com as pessoas que a procuram no local. O site Boatos.org também verificou que a corrente viral que liga Hoffmann ao autor do crime contra Bolsonaro é falsa. No Twitter, Hoffmann afirmou ser vítima de boatos e mentiras. Aos Fatos é parceiro institucional do Comprova. Por meio dessa parceria, reproduz gratuitamente o conteúdo gerado pelo consórcio e presta consultoria sem contrapartida sobre tecnologia em checagem de fatos. A iniciativa é uma coalizão de 24 veículos de imprensa cujo objetivo é combater a desinformação durante as eleições presidenciais.	1
2	NoticiasColetas/noticiasFakes/noticia_fake_169.txt	Verificamos: Foi adulterada foto que mostra Lula ajoelhado diante de Chávez e Evo. Imagem é falsa e já foi compartilhada mais de 50 mil vezes no Facebook. Circula nas redes sociais uma foto do ex-presidente Luiz Inácio Lula da Silva (PT) ajoelhando-se diante do ex-presidente da Venezuela Hugo Chávez e do presidente da Bolívia, Evo Morales. Por meio do projeto de verificação de notícias, usuários do Facebook solicitaram que esse material fosse analisado. Confira a seguir o trabalho de verificação da Lupa: "Enquanto os petistas falam da continência de Bolsonaro ao [presidente] americano, não vamos deixá-los esquecer da referência de joelho que Lula fez aos ditadores Hugo Chávez e Evo Morales". Imagem que circula na internet (aqui e aqui) e que, até as 14h50 do dia 6 de dezembro de 2018, já tinha mais de 53 mil compartilhamentos. FALSO A foto que foi analisada pela Lupa foi adulterada. Na foto original, tirada durante conferência do Mercosul em Montevidéu, Uruguai, em 2007, Lula encosta a cabeça no peito de Chávez para abraçá-lo. É possível encontrá-la nesta galeria. Utilizando a ferramenta TinEye, também é possível encontrar versões dessa mesma foto que incluem o presidente da Bolívia, Evo Morales. Elas se encontram, atualmente, fora do ar. Esse conteúdo também foi verificado pelos sites Polígrafo, de Portugal, Aos Fatos e Boatos.org.	1
3	NoticiasColetas/noticiasFakes/noticia_fake_270.txt	Verificamos: Vetada pelo TSE, declaração falsa atribuída a Haddad segue viva nas redes sociais. Nas publicações falsas, petista defendia que crianças passassem a ser propriedade do Estado. Na última terça-feira (25) o Tribunal Superior Eleitoral (TSE) ordenou a retirada imediata de post que atribuia uma falsa declaração ao candidato à presidência Fernando Haddad (PT). Segundo a publicação, o petista teria dito o seguinte: "Ao completar 5 anos de idade, a criança passa a ser propriedade do Estado! Cabe a nós decidir se menino será menina e vice-versa! Aos pais cabe acatar nossa decisão respeitosamente! Sabemos o que é melhor para as crianças!" Essa frase nunca foi dita por ele. O relator da decisão, ministro Carlos Horbach, entendeu que a mensagem tinha "clara intenção de falsear as concepções do candidato representante". "Comentários dessa natureza geram desinformação no período eleitoral e têm a potencialidade de atingir o candidato em sua imagem", escreveu. Mesmo assim, imagens idênticas à impugnada pelo TSE seguem circulando pelo Facebook (veja aqui, aqui, aqui e aqui), com cerca de 10 mil compartilhamentos somadas. Uma das publicações retiradas do ar, de uma página chamada Cacilda e datada do dia 23 de setembro, já tinha mais de 148 mil compartilhamentos quando o candidato pediu que o conteúdo ofensivo e difamatório fosse removido da internet. Por meio do projeto de verificação de notícias, usuários do Facebook solicitaram que a veracidade desse conteúdo fosse analisado. Confira a seguir o trabalho de verificação da Lupa: "Ao completar 5 anos de idade, a criança passa a ser propriedade do Estado! Cabe a nós decidir se menino será menina e vice-versa! Aos pais cabe acatar nossa decisão respeitosamente! Sabemos o que é melhor para as crianças!". Texto que acompanha imagem (aqui, aqui, aqui e aqui) que, até as 13h do dia 27 de setembro de 2018, já tinha mais de 10 mil compartilhamentos no Facebook. FALSO. Após uma busca minuciosa, a Lupa não encontrou essa fala - nem qualquer outra de natureza semelhante - proferida por Haddad. Antes mesmo da decisão do TSE, a assessoria do candidato já havia se pronunciado sobre o boato, classificando como "fake news". Publicação no site da coligação Brasil Feliz de Novo, que apoia Haddad, dizia também que o candidato defende "o Estado apoiando as crianças para que cresçam felizes ao lado de suas famílias". Além da Lupa, o site Aos Fatos e o projeto Estadão Verifica verificaram esta informação.	1
4	NoticiasColetas/noticiasFakes/noticia_fake_888.txt	Do grampo de Obama à interferência russa, as declarações falsas de Trump mais relevantes do ano. Do grampo de Obama à interferência russa, as declarações falsas de Trump mais relevantes do ano. Do grampo de Obama à interferência russa, as declarações falsas de Trump mais relevantes do ano 15 de dezembro de 2017, 18h30. Parceiros de Aos Fatos por meio da IFCN (International Fact-Checking Network), Washington Post e PolitiFact anunciaram nesta semana as maiores declarações incorretas de 2017 - ou, vá lá, a maiores mentiras, a depender da linha editorial do veículo. Em ambas as publicações, o vencedor da inglória disputa foi o presidente dos Estados Unidos, Donald Trump. Para a coluna Fact Checker, do Washington Post, a afirmação falsa do ano diz respeito à acusação feita por Trump de que seu antecessor, Barack Obama, grampeou suas conversas. No PolitiFact, por sua vez, a maior mentira de 2017 foi a declaração do presidente americano que negava a interferência russa nas eleições de 2016. Aos Fatos traduziu para o português parte das conclusões de ambos os veículos. Veja abaixo o resultado. FALSO. Obama me grampeou. A despeito da vasta gama de informações qualificadas comumente à disposição de um líder de um país poderoso, Trump decidiu reproduzir em 4 de março deste ano uma declaração sem fundamento baseada num texto do site americano Breitbart News, que, por sua vez, distorceu um relatório britânico. Até mesmo o repórter do artigo original afirmou que o Breitbart errou em sua interpretação.A coluna, assinada pelo jornalista Glenn Kessler, afirma que procurou a Casa Branca para saber quais outras fontes de informação foram usadas para subsidiar a afirmação de Trump. Segundo a apuração, além do Breitbart, foram relacionados veículos como a BBC e o jornal The Guardian, que especulavam como Obama poderia ter comandado um esquema de espionagem, já que um presidente americano sozinho não tem poder para autorizar grampo de qualquer cidadão americano sem qualquer tipo de justificativa oficial. Por isso, para a alegação ser verdadeira, o esquema deveria envolver possivelmente outro país. Diante disso, apenas um artigo, de origem britânica, relatou que uma autorização da Fisa (Tribunal de Vigilância de Inteligência Estrangeira, responsável por fiscalizar o cumprimento da Lei de Vigilância da Inteligência Estrangeira) foi expedida em outubro de 2016 para examinar uma eventual atividade entre dois bancos russos e um computador na Trump Tower - onde o grampo foi feito, segundo Trump. Essa informação não foi confirmada por nenhum veículo americano. Além disso, nenhuma reportagem ou artigo fazem a conexão entre a ordem de Obama e o grampo telefônico de Trump. As especulações acerca da autorização da Fisa para espionagem foram negadas por James Clapper, ex-diretor de inteligência nacional do governo Obama. O diretor do FBI, James B. Comey, também disse que a acusação feita por Trump não era verdadeira. Embora Trump goste de gritar "notícia falsa" e criticar reportagens rasas, ele nunca voltou atrás em sua declaração, mesmo sem qualquer evidência que a endosse. Leia a íntegra da checagem em inglês aqui. FALSO. Essa coisa da Rússia com Trump é uma história inventada. É uma desculpa dos democratas por terem perdido as eleições. Tanto em relatórios públicos quanto em documentos classificados, as agências de inteligência do governo americano afirmaram que o presidente da Rússia, Vladimir Putin, operou para interferir nas eleições presidenciais de 2016. Dentre essas ações estavam crimes cibernéticos como o roubo de dados confidenciais, o patrocínio de propaganda contra certos candidatos e um esforço geral para desacreditar publicamente o processo democrático americano. Congressistas democratas e republicanos participaram nos últimos meses de audiências públicas e privadas para averiguar se houve, de fato, intervenção russa. As investigações ainda estão em curso. Facebook, Google e Twitter também investigaram suas próprias redes e concluíram que suas plataformas foram usadas pela Rússia numa tentativa de influenciar as eleições americanas. Veículos russos como RT e Sputnik disseminaram notícias falsas e suspeitas durante as eleições com o auxílio de trolls e robôs na internet. Em julho de 2016, o Wikileaks publicou uma série de e-mails roubados do comitê nacional do Partido Democrata americano. Um dos desdobramentos foi o afastamento da conselheira do partido Debbie Wasserman Schultz após acusação de ter favorecido a ex-senadora Hillary Clinton nas prévias do partido contra Bernie Sanders. Tanto oficiais da inteligência quanto especialistas em cibersegurança concluíram que o vazamento tinha indícios de autoria russa. Em outubro, o Wikileaks publicou e-mails do chefe de campanha de Hillary, John Podesta. Hackers russos também tentaram penetrar no sistema de computadores de oficiais eleitorais locais. Os ataques nunca acessaram os sistemas de votação, segundo as agências de inteligência federais. No entanto, o governo federal alertou oficiais locais para reforçar a segurança de seus sistemas. Parece pouco provável - embora não impossível - que a Rússia tenha interferido no resultado das eleições. Da mesma forma que há indícios de interferência russa, não há evidência de impacto no desfecho do pleito. Trump poderia reconhecer que a interferência russa aconteceu, mas que isso não tira a legitimidade de sua eleição e de sua presidência. No entanto, ele se recusa a isso. Às vezes, ele diz com segurança que "não houve conluio" entre sua campanha e a Rússia, numa admissão implícita de que pode ter havido algum tipo de interferência em algum grau inferior a isso. Noutras vezes, porém, ele afirma que qualquer tipo de interferência aconteceu.	1
5	NoticiasColetas/noticiasFatos/noticia_real_166.txt	Justiça marca depoimento de Geddel em ação de improbidade administrativa. Ex-ministro foi acusado pelo MP, em 2016, de pressionar o então ministro da Cultura, Marcelo Calero, para que fosse liberada obra embargada pelo Iphan em Salvador (BA).  A juíza Diana Wanderlei, da 5ª Vara da Justiça Federal do Distrito Federal, marcou para sexta-feira (15), às 15h, depoimento do ex-ministro Geddel Vieira Lima (MDB-BA) na ação em que ele é réu por improbidade administrativa. Em 2016, o então ministro da Cultura, Marcelo Calero, acusou Geddel de pressioná-lo a liberar uma obra em Salvador (BA) embargada pelo Instituto do Patrimônio Histórico e Artístico Nacional (Iphan), órgão vinculado ao Ministério da Cultura.Na ocasião, Calero pediu demissão, e a polêmica em torno do assunto também levou Geddel a deixar o cargo. A ação em julgamento foi apresentada pelo Ministério Público Federal. Para o órgão, houve pressão por parte de Geddel sobre Calero para que o Iphan liberasse a obra em Salvador. De acordo com o MPF, Geddel comprou um apartamento em um prédio cujo projeto inicial não havia sido aprovado pelo órgão por extrapolar a altura permitida. Segundo o Ministério Público, Geddel fez diversos contatos (telefônicos e pessoais), ameaçando "pedir a cabeça" do presidente do Iphan. Na decisão que marcou a data do depoimento, a juíza pede que a Polícia Federal (PF) providencie a escolta de Geddel até a Justiça Federal. Atualmente, Geddel cumpre pena de prisão no presídio da Papuda, em Brasília. Geddel está preso desde setembro de 2017. Ele é réu no Supremo Tribunal Federal por lavagem de dinheiro e associação criminosa no caso dos R$ 51 milhões encontrados em um apartamento em Salvador. Também devem prestar depoimento o ex-presidente Michel Temer e os ex-ministros Eliseu Padilha e Gustavo Vale Rocha, como testemunhas de Geddel. O ex-ministro Marcelo Calero pode prestar depoimento como testemunha do MPF.	-1
6	NoticiasColetas/noticiasFatos/noticia_real_12.txt	É FAKE que Chile previu calor de 55°C no Brasil, mas é FATO que médico compilou dicas contra o calor intenso. Post com informação parcialmente duvidosa parcialmente verdadeira circula na internet.  Circula pelas redes sociais uma mensagem que diz que há previsão de onda de calor atingindo sensação térmica de 55°C no Brasil na próxima semana, informada pelo Serviço de Meteorologia do Chile. Esse trecho da mensagem é FAKE. O serviço meteorológico do Chile diz que não fez nenhuma previsão para o Brasil. A Dirección Meteorológica de Chile (DMC) não realiza previsões meteorológicas para outros países, apenas para nossa jurisdição e território nacional. É impossível que este serviço tenha realizado o prognóstico mencionado, afirma. Em outra parte da mensagem o médico oncologista Luiz Alberto Silveira, de 71 anos, 45 de profissão, dá dicas de como se proteger do calor intenso. Essa parte da mensagem é #FATO.O texto foi publicado originalmente em 10 de janeiro. Silveira conta que recebeu pelo WhatsApp a informação de que o serviço chileno previu calor de 55°C "nas próximas semanas". Como o calor é intenso em Florianópolis nas últimas semanas, ele decidiu compilar na internet dicas de como sobreviver a temperaturas muito altas. "Como profissional de saúde tenho obrigação de orientar. Fiz uma pesquisa de cuidados com a insolação. É uma compliação de várias fontes", diz.	-1
7	NoticiasColetas/noticiasFatos/noticia_real_362.txt	Após PIB crescer 1,1% em 2018, governo reforça ser fundamental aprovar reforma da Previdência. Ministério da Economia diz que é necessário aprovar proposta porque trajetória da dívida afeta taxa de juros e crescimento do país. Governo espera economizar R$ 1 trilhão com reforma. A Secretaria de Política Econômica do Ministério da Economia divulgou uma nota nesta quinta-feira (28) na qual reforçou que é "fundamental" a aprovação da reforma da Previdência. A nota foi divulgada após o Instituto Brasileiro de Geografia e Estatística (IBGE) informar que o Produto Interno Bruto (PIB) cresceu 1,1% em 2018. O texto da reforma da Previdência foi encaminhado ao Congresso na semana passada, e a expectativa do governo é que a reforma gere uma economia de cerca de R$ 1 trilhão. "A aprovação da Nova Previdência torna-se fundamental para a retomada do crescimento não apenas de longo prazo, como também dos próximos anos, uma vez que a trajetória esperada da dívida afeta o prêmio de risco de hoje, e com isso a taxa de juros e, logo, o crescimento atual", afirmou o ministério na nota. "Para que o PIB per capita volte a crescer de maneira sustentável, é necessário que as reformas estruturais ocorram. A Nova Previdência é condição necessária para o equilíbrio fiscal de longo prazo da economia, melhorando o ambiente de investimento e evitando uma nova década perdida", acrescentou o governo federal. Um dos principais motivos para o aprofundamento da crise econômica dos últimos anos é o registro sucessivo de déficit nas contas públicas. Em 2018, pelo quinto ano consecutivo, o governo mais gastou do que arrecadou, registrando rombo de R$ 120 bilhões nas contas. De acordo com o governo, a deterioração dos indicadores fiscais se deve ao crescente "descontrole" dos gastos públicos."A consequência foi o aumento da incerteza no ambiente macroeconômico, com impacto negativo nas decisões de produção e investimento no país. A crise fiscal, em combinação com a crise política a ela associada, estiveram na raiz da profunda recessão do período 2014-2016", informou a pasta. O PIB é a soma de todos os bens e serviços produzidos no país e serve para medir a evolução da economia. Em valores correntes, o PIB em 2018 totalizou R$ 6,8 trilhões. Já o valor per capita (por habitante) teve alta de 0,3% em termos reais, alcançando R$ 32.747 em 2018. O desempenho da economia brasileira no ano passado ficou abaixo das expectativas iniciais, repetindo o avanço registrado em 2017, quando também aumentou 1,1%. Depois, diante das sucessivas revisões, o mercado financeiro passou a esperar o resultado anunciado pelo IBGE. A piora nas expectativas do mercado, durante o ano passado, aconteceu diante da greve dos caminhoneiros; de incertezas no cenário eleitoral; e de piora do cenário internacional.	-1
8	NoticiasColetas/noticiasFatos/noticia_real_343.txt	Chanceler diz que seria um absurdo completo prisão de Guaidó ao voltar à Venezuela. Após reunião com Bolsonaro, Guaidó deixou Brasília nesta sexta e seguiu para o Paraguai. Líder de oposição a Maduro pretende retornar ao seu país até segunda-feira (4). O ministro das Relações Exteriores, Ernesto Araújo, afirmou nesta sexta-feira (1) que a prisão do autodeclarado presidente da Venezuela, Juan Guaidó, ao retornar ao país seria um "absurdo completo". O chanceler deu a declaração após reunião com o vice-presidente da República, Hamilton Mourão. O encontro ocorreu no dia seguinte à visita de Guaidó ao Palácio do Planalto para uma reunião com o presidente Jair Bolsonaro. Durante declaração à imprensa, ao lado de Bolsonaro, Guaidó afirmou que pretende retornar à Venezuela até segunda-feira (4), mesmo com "ameaças" por parte do governo de Nicolás Maduro. Guaidó lidera a oposição ao governo e nesta sexta seguiu para o Paraguai, a fim de se encontrar com o presidente Mario Abdo. O Brasil está entre os países que reconhecem Guaidó como presidente interino e não considera Maduro o presidente do país. Questionado sobre qual seria a reação a um eventual prisão de Guaidó na Venezuela, Araújo afirmou que o Brasil teria que avaliar quais medidas seriam adotadas. "Esperamos que não aconteça, seria realmente um absurdo, teríamos que ver no momento qual seria a reação nossa, coordenaríamos novamente com o Grupo de Lima, como temos feito. Espero que não cheguemos lá, teríamos que ver. Nesse momento, seria um absurdo completo", disse. Segundo o chanceler, a visita de Guaidó ao Brasil foi um "avanço fundamental" para fortalecer o "governo provisório" da Venezuela. Perguntado sobre os próximos passos do Brasil na crise do país vizinho e sobre uma eventual negociação com Maduro, Araújo afirmou que o governo brasileiro não se ofereceu no momento para intermediar um diálogo, mas que avaliaria a possibilidade caso o pedido partisse de Guaidó. "Teríamos que ver, se surgisse uma demanda do governo legítimo, nós examinaríamos. No momento não está em consideração", disse. "O reforço na medida do possível do governo Guaidó, com ele que nós falamos, se houver algum tipo de demanda nós consideraríamos, sempre dentro da convicção da ilegitimidade do exercício de qualquer tipo de poder pelo Maduro", acrescentou. O chanceler afirmou que no "momento", não há discussões com Maduro. Ele também reforçou que o Brasil não pretende participar de uma eventual intervenção armada na Venezuela.Araújo também declarou que os países do Grupo de Lima falam em procurar outras nações para dialogar sobre a situação da Venezuela. Segundo o chanceler, o Brasil está disposto a conversar sobre o tema com China e Rússia, países que apoiam Maduro. "Nosso caso, a gente está pronto a conversar, já disse que se a gente puder ajudar China e Rússia a entenderem o que está acontecendo na Venezuela, nós estamos prontos", afirmou. Araújo informou que o governo brasileiro continua disposto a enviar ajuda humanitária à Venezuela, porém ainda não há data ou cronograma definidos. "Ficou acertado que continuamos dispostos e prontos a proporcionar na medida do possível essa ajuda, sem uma nova data, sem um novo cronograma. O Brasil continua pronto a fornecer", disse. O Brasil enviou alimentos e medicamentos para Roraima, porém a ajuda não cruzou a fronteira no fim de semana passado, conforme o planejado.Maduro determinou o fechamento da fronteira com o Brasil, em Roraima, o que impediu a entrada das doações na Venezuela.A logística previa que motoristas venezuelanos conduziriam as doações em caminhões venezuelanos.	-1
9	NoticiasColetas/noticiasFatos/noticia_real_799.txt	Nove candidatos a presidente do Senado discursam, mas três retiram as candidaturas. Até sexta, havia 7 candidatos anunciados. Neste sábado, se inscreveram Esperidião Amin e Simone Tebet. Alvaro Dias e Major Olímpio usaram discursos para anunciar que retiravam candidaturas. Nove candidatos discursaram neste sábado (2) durante a sessão do Senado, antes da eleição para escolha do presidente da Casa. Dois deles, Alvaro Dias (Pode-PR), Major Olímpio (PSL-SP), usaram os discursos para anunciar que renunciavam às candidaturas. Simone Tebet (MDB-MS), que já tinha discursado, também retirou a candidatura depois de receber um apelo de Davi Alcolumbre (DEM-AP), em favor de quem afirmou que renunciava. Os três renunciaram às candidaturas com o objetivo de tentar impedir a eleição de Renan Calheiros (MDB-AL), que tenta se tornar presidente do Senado pela quinta vez. Até a noite de sexta-feira (1º), quando a sessão foi suspensa, havia sete candidatos inscritos. Neste sábado (2), o presidente da sessão, senador José Maranhão (MDB-PB), concedeu prazo para inscrição de novas candidaturas. Com isso, a líder do PP, senadora Daniella Ribeiro (PP-PB) lançou a candidatura de Esperidião Amin (PP-SC), o oitavo inscrito. Simone Tebet (MDB-MS) apresentou candidatura avulsa _ a bancada do MDB indicou como candidato do partido Renan Calheiros (MDB-AL). A votação, após os discursos, será secreta, com voto registrado em cédula de papel. São os seguintes os senadores que se inscreveram para disputar a presidência do Senado (pela ordem de inscrição): Saiba o que os senadores candidatos disseram (por ordem de discurso)Fernando Collor (Pros-AL) - Collor defendeu a necessidade de rever o pacto federativo, de realizar reformas e de ampliar a parceria com a iniciativa privada. "Rever o pacto federativo é fundamental para que estados e município deixem de ser humilhados e passem a ter os meios necessários para o adequado desempenho de suas competências", disse. O ex-presidente da República ainda criticou o que considera a "criminalização da política" e disse que o comando do Senado exige um "líder com experiência" para conduzir os "trabalhos com firmeza". "Não podemos aceitar a criminalização da política, tampouco ter receio de expressar nossas ideias. Precisamos fazer uma defesa enérgica das prerrogativas do Poder Legislativo", declarou. Reguffe (sem partido-DF) - Reguffe defendeu corte de gastos para que se tenha um Senado que "custe menos" para o contribuinte. Entre as medidas que propôs, citou o fim de salários extras para parlamentares, da verba indenizatória e de carros oficiais. Ele também defendeu a redução do número de assessores de gabinetes, de 55 para 12, e o fim da aposentadoria especial de senadores. Reguffe disse já ter tomado essas medidas em seu gabinete e calcula que, se todos os senadores também as adotarem, haverá uma economia de mais de R$ 1 bilhão. Afirmou que, se eleito, cada senador terá direito de pautar diretamente no plenário um projeto por ano. Defendeu ainda uma reforma política e uma reforma tributária que reduza impostos.Angelo Coronel (PSD-BA) - Angelo Coronel afirmou que não abrirá mão da independência, mas disse que isso não significa ser oposição. Declarou que há um marco de submissão do Senado ao Judiciário _ esse marco, segundo ele, foi a autorização que o Senado deu para a prisão do então senador Delcídio do Ama	-1
